# ------------- -------------
WAVELENGTH FLUX WAVE
2980.0 4.17762 ""
2980.1 4.17762 ""
2980.2 4.17762 ""
2980.2999999999997 4.17762 ""
2980.3999999999996 4.17762 ""
2980.4999999999995 4.17762 ""
2980.5999999999995 4.17762 ""
2980.6999999999994 4.17762 ""
2980.7999999999993 4.17762 ""
2980.899999999999 4.17762 ""
2980.999999999999 4.17762 ""
2981.099999999999 4.17762 ""
2981.199999999999 4.17762 ""
2981.299999999999 4.17762 ""
2981.3999999999987 4.17762 ""
2981.4999999999986 4.17762 ""
2981.5999999999985 4.17762 ""
2981.6999999999985 4.17762 ""
2981.7999999999984 4.17762 ""
2981.8999999999983 4.17762 ""
2981.999999999998 4.17762 ""
2982.099999999998 4.17762 ""
2982.199999999998 4.17762 ""
2982.299999999998 4.17762 ""
2982.399999999998 4.17762 ""
2982.4999999999977 4.17762 ""
2982.5999999999976 4.17762 ""
2982.6999999999975 4.17762 ""
2982.7999999999975 4.17762 ""
2982.8999999999974 4.17762 ""
2982.9999999999973 4.17762 ""
2983.099999999997 4.17762 ""
2983.199999999997 4.17762 ""
2983.299999999997 4.17762 ""
2983.399999999997 4.17762 ""
2983.499999999997 4.17762 ""
2983.5999999999967 4.17762 ""
2983.6999999999966 4.17762 ""
2983.7999999999965 4.17762 ""
2983.8999999999965 4.17762 ""
2983.9999999999964 4.17762 ""
2984.0999999999963 4.17762 ""
2984.199999999996 4.17762 ""
2984.299999999996 4.17762 ""
2984.399999999996 4.17762 ""
2984.499999999996 4.17762 ""
2984.599999999996 4.17762 ""
2984.6999999999957 4.17762 ""
2984.7999999999956 4.17762 ""
2984.8999999999955 4.17762 ""
2984.9999999999955 4.17762 ""
2985.0999999999954 4.17762 ""
2985.1999999999953 4.17762 ""
2985.299999999995 4.17762 ""
2985.399999999995 4.17762 ""
2985.499999999995 4.17762 ""
2985.599999999995 4.17762 ""
2985.699999999995 4.17762 ""
2985.7999999999947 4.17762 ""
2985.8999999999946 4.17762 ""
2985.9999999999945 4.17762 ""
2986.0999999999945 4.17762 ""
2986.1999999999944 4.17762 ""
2986.2999999999943 4.17762 ""
2986.399999999994 4.17762 ""
2986.499999999994 4.17762 ""
2986.599999999994 4.17762 ""
2986.699999999994 4.17762 ""
2986.799999999994 4.17762 ""
2986.8999999999937 4.17762 ""
2986.9999999999936 4.17762 ""
2987.0999999999935 4.17762 ""
2987.1999999999935 4.17762 ""
2987.2999999999934 4.17762 ""
2987.3999999999933 4.17762 ""
2987.499999999993 4.17762 ""
2987.599999999993 4.17762 ""
2987.699999999993 4.17762 ""
2987.799999999993 4.17762 ""
2987.899999999993 4.17762 ""
2987.9999999999927 4.17762 ""
2988.0999999999926 4.17762 ""
2988.1999999999925 4.17762 ""
2988.2999999999925 4.17762 ""
2988.3999999999924 4.17762 ""
2988.4999999999923 4.17762 ""
2988.599999999992 4.17762 ""
2988.699999999992 4.17762 ""
2988.799999999992 4.17762 ""
2988.899999999992 4.17762 ""
2988.999999999992 4.17762 ""
2989.0999999999917 4.17762 ""
2989.1999999999916 4.17762 ""
2989.2999999999915 4.17762 ""
2989.3999999999915 4.17762 ""
2989.4999999999914 4.17762 ""
2989.5999999999913 4.17762 ""
2989.699999999991 4.17762 ""
2989.799999999991 4.17762 ""
2989.899999999991 4.17762 ""
2989.999999999991 4.17762 ""
2990.099999999991 4.17762 ""
2990.1999999999907 4.17762 ""
2990.2999999999906 4.17762 ""
2990.3999999999905 4.17762 ""
2990.4999999999905 4.17762 ""
2990.5999999999904 4.17762 ""
2990.6999999999903 4.17762 ""
2990.79999999999 4.17762 ""
2990.89999999999 4.17762 ""
2990.99999999999 4.17762 ""
2991.09999999999 4.17762 ""
2991.19999999999 4.17762 ""
2991.2999999999897 4.17762 ""
2991.3999999999896 4.17762 ""
2991.4999999999895 4.17762 ""
2991.5999999999894 4.17762 ""
2991.6999999999894 4.17762 ""
2991.7999999999893 4.17762 ""
2991.899999999989 4.17762 ""
2991.999999999989 4.17762 ""
2992.099999999989 4.17762 ""
2992.199999999989 4.17762 ""
2992.299999999989 4.17762 ""
2992.3999999999887 4.17762 ""
2992.4999999999886 4.17762 ""
2992.5999999999885 4.17762 ""
2992.6999999999884 4.17762 ""
2992.7999999999884 4.17762 ""
2992.8999999999883 4.17762 ""
2992.999999999988 4.17762 ""
2993.099999999988 4.17762 ""
2993.199999999988 4.17762 ""
2993.299999999988 4.17762 ""
2993.399999999988 4.17762 ""
2993.4999999999877 4.17762 ""
2993.5999999999876 4.17762 ""
2993.6999999999875 4.17762 ""
2993.7999999999874 4.17762 ""
2993.8999999999874 4.17762 ""
2993.9999999999873 4.17762 ""
2994.099999999987 4.17762 ""
2994.199999999987 4.17762 ""
2994.299999999987 4.17762 ""
2994.399999999987 4.17762 ""
2994.499999999987 4.17762 ""
2994.5999999999867 4.17762 ""
2994.6999999999866 4.17762 ""
2994.7999999999865 4.17762 ""
2994.8999999999864 4.17762 ""
2994.9999999999864 4.17762 ""
2995.0999999999863 4.17762 ""
2995.199999999986 4.17762 ""
2995.299999999986 4.17762 ""
2995.399999999986 4.17762 ""
2995.499999999986 4.17762 ""
2995.599999999986 4.17762 ""
2995.6999999999857 4.17762 ""
2995.7999999999856 4.17762 ""
2995.8999999999855 4.17762 ""
2995.9999999999854 4.17762 ""
2996.0999999999854 4.17762 ""
2996.1999999999853 4.17762 ""
2996.299999999985 4.17762 ""
2996.399999999985 4.17762 ""
2996.499999999985 4.17762 ""
2996.599999999985 4.17762 ""
2996.699999999985 4.17762 ""
2996.7999999999847 4.17762 ""
2996.8999999999846 4.17762 ""
2996.9999999999845 4.17762 ""
2997.0999999999844 4.17762 ""
2997.1999999999844 4.17762 ""
2997.2999999999843 4.17762 ""
2997.399999999984 4.17762 ""
2997.499999999984 4.17762 ""
2997.599999999984 4.17762 ""
2997.699999999984 4.17762 ""
2997.799999999984 4.17762 ""
2997.8999999999837 4.17762 ""
2997.9999999999836 4.17762 ""
2998.0999999999835 4.17762 ""
2998.1999999999834 4.17762 ""
2998.2999999999834 4.17762 ""
2998.3999999999833 4.17762 ""
2998.499999999983 4.17762 ""
2998.599999999983 4.17762 ""
2998.699999999983 4.17762 ""
2998.799999999983 4.17762 ""
2998.899999999983 4.17762 ""
2998.9999999999827 4.17762 ""
2999.0999999999826 4.17762 ""
2999.1999999999825 4.17762 ""
2999.2999999999824 4.17762 ""
2999.3999999999824 4.17762 ""
2999.4999999999823 4.17762 ""
2999.599999999982 4.17762 ""
2999.699999999982 4.17762 ""
2999.799999999982 4.17762 ""
2999.899999999982 4.17762 ""
2999.999999999982 4.17762 ""
3000.0999999999817 4.17762 ""
3000.1999999999816 4.17762 ""
3000.2999999999815 4.17762 ""
3000.3999999999814 4.17762 ""
3000.4999999999814 4.17762 ""
3000.5999999999813 4.17762 ""
3000.699999999981 4.17762 ""
3000.799999999981 4.17762 ""
3000.899999999981 4.17762 ""
3000.999999999981 4.17762 ""
3001.099999999981 4.17762 ""
3001.1999999999807 4.17762 ""
3001.2999999999806 4.17762 ""
3001.3999999999805 4.17762 ""
3001.4999999999804 4.17762 ""
3001.5999999999804 4.17762 ""
3001.6999999999803 4.17762 ""
3001.79999999998 4.17762 ""
3001.89999999998 4.17762 ""
3001.99999999998 4.17762 ""
3002.09999999998 4.17762 ""
3002.19999999998 4.17762 ""
3002.2999999999797 4.17762 ""
3002.3999999999796 4.17762 ""
3002.4999999999795 4.17762 ""
3002.5999999999794 4.17762 ""
3002.6999999999794 4.17762 ""
3002.7999999999793 4.17762 ""
3002.899999999979 4.17762 ""
3002.999999999979 4.17762 ""
3003.099999999979 4.17762 ""
3003.199999999979 4.17762 ""
3003.299999999979 4.17762 ""
3003.3999999999787 4.17762 ""
3003.4999999999786 4.17762 ""
3003.5999999999785 4.17762 ""
3003.6999999999784 4.17762 ""
3003.7999999999784 4.17762 ""
3003.8999999999783 4.17762 ""
3003.999999999978 4.17762 ""
3004.099999999978 4.17762 ""
3004.199999999978 4.17762 ""
3004.299999999978 4.17762 ""
3004.399999999978 4.17762 ""
3004.4999999999777 4.17762 ""
3004.5999999999776 4.17762 ""
3004.6999999999775 4.17762 ""
3004.7999999999774 4.17762 ""
3004.8999999999774 4.17762 ""
3004.9999999999773 4.17762 ""
3005.099999999977 4.17762 ""
3005.199999999977 4.17762 ""
3005.299999999977 4.17762 ""
3005.399999999977 4.17762 ""
3005.499999999977 4.17762 ""
3005.5999999999767 4.17762 ""
3005.6999999999766 4.17762 ""
3005.7999999999765 4.17762 ""
3005.8999999999764 4.17762 ""
3005.9999999999764 4.17762 ""
3006.0999999999763 4.17762 ""
3006.199999999976 4.17762 ""
3006.299999999976 4.17762 ""
3006.399999999976 4.17762 ""
3006.499999999976 4.17762 ""
3006.599999999976 4.17762 ""
3006.6999999999757 4.17762 ""
3006.7999999999756 4.17762 ""
3006.8999999999755 4.17762 ""
3006.9999999999754 4.17762 ""
3007.0999999999754 4.17762 ""
3007.1999999999753 4.17762 ""
3007.299999999975 4.17762 ""
3007.399999999975 4.17762 ""
3007.499999999975 4.17762 ""
3007.599999999975 4.17762 ""
3007.699999999975 4.17762 ""
3007.7999999999747 4.17762 ""
3007.8999999999746 4.17762 ""
3007.9999999999745 4.17762 ""
3008.0999999999744 4.17762 ""
3008.1999999999744 4.17762 ""
3008.2999999999743 4.17762 ""
3008.399999999974 4.17762 ""
3008.499999999974 4.17762 ""
3008.599999999974 4.17762 ""
3008.699999999974 4.17762 ""
3008.799999999974 4.17762 ""
3008.8999999999737 4.17762 ""
3008.9999999999736 4.17762 ""
3009.0999999999735 4.17762 ""
3009.1999999999734 4.17762 ""
3009.2999999999734 4.17762 ""
3009.3999999999733 4.17762 ""
3009.499999999973 4.17762 ""
3009.599999999973 4.17762 ""
3009.699999999973 4.17762 ""
3009.799999999973 4.17762 ""
3009.899999999973 4.17762 ""
3009.9999999999727 4.17762 ""
3010.0999999999726 4.17762 ""
3010.1999999999725 4.17762 ""
3010.2999999999724 4.17762 ""
3010.3999999999724 4.17762 ""
3010.4999999999723 4.17762 ""
3010.599999999972 4.17762 ""
3010.699999999972 4.17762 ""
3010.799999999972 4.17762 ""
3010.899999999972 4.17762 ""
3010.999999999972 4.17762 ""
3011.0999999999717 4.17762 ""
3011.1999999999716 4.17762 ""
3011.2999999999715 4.17762 ""
3011.3999999999714 4.17762 ""
3011.4999999999714 4.17762 ""
3011.5999999999713 4.17762 ""
3011.699999999971 4.17762 ""
3011.799999999971 4.17762 ""
3011.899999999971 4.17762 ""
3011.999999999971 4.17762 ""
3012.099999999971 4.17762 ""
3012.1999999999707 4.17762 ""
3012.2999999999706 4.17762 ""
3012.3999999999705 4.17762 ""
3012.4999999999704 4.17762 ""
3012.5999999999704 4.17762 ""
3012.6999999999703 4.17762 ""
3012.79999999997 4.17762 ""
3012.89999999997 4.17762 ""
3012.99999999997 4.17762 ""
3013.09999999997 4.17762 ""
3013.19999999997 4.17762 ""
3013.2999999999697 4.17762 ""
3013.3999999999696 4.17762 ""
3013.4999999999695 4.17762 ""
3013.5999999999694 4.17762 ""
3013.6999999999694 4.17762 ""
3013.7999999999693 4.17762 ""
3013.899999999969 4.17762 ""
3013.999999999969 4.17762 ""
3014.099999999969 4.17762 ""
3014.199999999969 4.17762 ""
3014.299999999969 4.17762 ""
3014.3999999999687 4.17762 ""
3014.4999999999686 4.17762 ""
3014.5999999999685 4.17762 ""
3014.6999999999684 4.17762 ""
3014.7999999999683 4.17762 ""
3014.8999999999683 4.17762 ""
3014.999999999968 4.17762 ""
3015.099999999968 4.17762 ""
3015.199999999968 4.17762 ""
3015.299999999968 4.17762 ""
3015.399999999968 4.17762 ""
3015.4999999999677 4.17762 ""
3015.5999999999676 4.17762 ""
3015.6999999999675 4.17762 ""
3015.7999999999674 4.17762 ""
3015.8999999999673 4.17762 ""
3015.9999999999673 4.17762 ""
3016.099999999967 4.17762 ""
3016.199999999967 4.17762 ""
3016.299999999967 4.17762 ""
3016.399999999967 4.17762 ""
3016.499999999967 4.17762 ""
3016.5999999999667 4.17762 ""
3016.6999999999666 4.17762 ""
3016.7999999999665 4.17762 ""
3016.8999999999664 4.17762 ""
3016.9999999999663 4.17762 ""
3017.0999999999663 4.17762 ""
3017.199999999966 4.17762 ""
3017.299999999966 4.17762 ""
3017.399999999966 4.17762 ""
3017.499999999966 4.17762 ""
3017.599999999966 4.17762 ""
3017.6999999999657 4.17762 ""
3017.7999999999656 4.17762 ""
3017.8999999999655 4.17762 ""
3017.9999999999654 4.17762 ""
3018.0999999999653 4.17762 ""
3018.1999999999653 4.17762 ""
3018.299999999965 4.17762 ""
3018.399999999965 4.17762 ""
3018.499999999965 4.17762 ""
3018.599999999965 4.17762 ""
3018.699999999965 4.17762 ""
3018.7999999999647 4.17762 ""
3018.8999999999646 4.17762 ""
3018.9999999999645 4.17762 ""
3019.0999999999644 4.17762 ""
3019.1999999999643 4.17762 ""
3019.2999999999643 4.17762 ""
3019.399999999964 4.17762 ""
3019.499999999964 4.17762 ""
3019.599999999964 4.17762 ""
3019.699999999964 4.17762 ""
3019.799999999964 4.17762 ""
3019.8999999999637 4.17762 ""
3019.9999999999636 4.17762 ""
3020.0999999999635 4.17762 ""
3020.1999999999634 4.17762 ""
3020.2999999999633 4.17762 ""
3020.3999999999633 4.17762 ""
3020.499999999963 4.17762 ""
3020.599999999963 4.17762 ""
3020.699999999963 4.17762 ""
3020.799999999963 4.17762 ""
3020.899999999963 4.17762 ""
3020.9999999999627 4.17762 ""
3021.0999999999626 4.17762 ""
3021.1999999999625 4.17762 ""
3021.2999999999624 4.17762 ""
3021.3999999999623 4.17762 ""
3021.4999999999623 4.17762 ""
3021.599999999962 4.17762 ""
3021.699999999962 4.17762 ""
3021.799999999962 4.17762 ""
3021.899999999962 4.17762 ""
3021.999999999962 4.17762 ""
3022.0999999999617 4.17762 ""
3022.1999999999616 4.17762 ""
3022.2999999999615 4.17762 ""
3022.3999999999614 4.17762 ""
3022.4999999999613 4.17762 ""
3022.5999999999613 4.17762 ""
3022.699999999961 4.17762 ""
3022.799999999961 4.17762 ""
3022.899999999961 4.17762 ""
3022.999999999961 4.17762 ""
3023.099999999961 4.17762 ""
3023.1999999999607 4.17762 ""
3023.2999999999606 4.17762 ""
3023.3999999999605 4.17762 ""
3023.4999999999604 4.17762 ""
3023.5999999999603 4.17762 ""
3023.6999999999603 4.17762 ""
3023.79999999996 4.17762 ""
3023.89999999996 4.17762 ""
3023.99999999996 4.17762 ""
3024.09999999996 4.17762 ""
3024.19999999996 4.17762 ""
3024.2999999999597 4.17762 ""
3024.3999999999596 4.17762 ""
3024.4999999999595 4.17762 ""
3024.5999999999594 4.17762 ""
3024.6999999999593 4.17762 ""
3024.7999999999593 4.17762 ""
3024.899999999959 4.17762 ""
3024.999999999959 4.17762 ""
3025.099999999959 4.17762 ""
3025.199999999959 4.17762 ""
3025.299999999959 4.17762 ""
3025.3999999999587 4.17762 ""
3025.4999999999586 4.17762 ""
3025.5999999999585 4.17762 ""
3025.6999999999584 4.17762 ""
3025.7999999999583 4.17762 ""
3025.8999999999583 4.17762 ""
3025.999999999958 4.17762 ""
3026.099999999958 4.17762 ""
3026.199999999958 4.17762 ""
3026.299999999958 4.17762 ""
3026.399999999958 4.17762 ""
3026.4999999999577 4.17762 ""
3026.5999999999576 4.17762 ""
3026.6999999999575 4.17762 ""
3026.7999999999574 4.17762 ""
3026.8999999999573 4.17762 ""
3026.9999999999573 4.17762 ""
3027.099999999957 4.17762 ""
3027.199999999957 4.17762 ""
3027.299999999957 4.17762 ""
3027.399999999957 4.17762 ""
3027.499999999957 4.17762 ""
3027.5999999999567 4.17762 ""
3027.6999999999566 4.17762 ""
3027.7999999999565 4.17762 ""
3027.8999999999564 4.17762 ""
3027.9999999999563 4.17762 ""
3028.0999999999563 4.17762 ""
3028.199999999956 4.17762 ""
3028.299999999956 4.17762 ""
3028.399999999956 4.17762 ""
3028.499999999956 4.17762 ""
3028.599999999956 4.17762 ""
3028.6999999999557 4.17762 ""
3028.7999999999556 4.17762 ""
3028.8999999999555 4.17762 ""
3028.9999999999554 4.17762 ""
3029.0999999999553 4.17762 ""
3029.1999999999553 4.17762 ""
3029.299999999955 4.17762 ""
3029.399999999955 4.17762 ""
3029.499999999955 4.17762 ""
3029.599999999955 4.17762 ""
3029.699999999955 4.17762 ""
3029.7999999999547 4.17762 ""
3029.8999999999546 4.17762 ""
3029.9999999999545 4.17762 ""
3030.0999999999544 4.17762 ""
3030.1999999999543 4.17762 ""
3030.2999999999543 4.17762 ""
3030.399999999954 4.17762 ""
3030.499999999954 4.17762 ""
3030.599999999954 4.17762 ""
3030.699999999954 4.17762 ""
3030.799999999954 4.17762 ""
3030.8999999999537 4.17762 ""
3030.9999999999536 4.17762 ""
3031.0999999999535 4.17762 ""
3031.1999999999534 4.17762 ""
3031.2999999999533 4.17762 ""
3031.3999999999533 4.17762 ""
3031.499999999953 4.17762 ""
3031.599999999953 4.17762 ""
3031.699999999953 4.17762 ""
3031.799999999953 4.17762 ""
3031.899999999953 4.17762 ""
3031.9999999999527 4.17762 ""
3032.0999999999526 4.17762 ""
3032.1999999999525 4.17762 ""
3032.2999999999524 4.17762 ""
3032.3999999999523 4.17762 ""
3032.4999999999523 4.17762 ""
3032.599999999952 4.17762 ""
3032.699999999952 4.17762 ""
3032.799999999952 4.17762 ""
3032.899999999952 4.17762 ""
3032.999999999952 4.17762 ""
3033.0999999999517 4.17762 ""
3033.1999999999516 4.17762 ""
3033.2999999999515 4.17762 ""
3033.3999999999514 4.17762 ""
3033.4999999999513 4.17762 ""
3033.5999999999513 4.17762 ""
3033.699999999951 4.17762 ""
3033.799999999951 4.17762 ""
3033.899999999951 4.17762 ""
3033.999999999951 4.17762 ""
3034.099999999951 4.17762 ""
3034.1999999999507 4.17762 ""
3034.2999999999506 4.17762 ""
3034.3999999999505 4.17762 ""
3034.4999999999504 4.17762 ""
3034.5999999999503 4.17762 ""
3034.6999999999503 4.17762 ""
3034.79999999995 4.17762 ""
3034.89999999995 4.17762 ""
3034.99999999995 4.17762 ""
3035.09999999995 4.17762 ""
3035.19999999995 4.17762 ""
3035.2999999999497 4.17762 ""
3035.3999999999496 4.17762 ""
3035.4999999999495 4.17762 ""
3035.5999999999494 4.17762 ""
3035.6999999999493 4.17762 ""
3035.7999999999493 4.17762 ""
3035.899999999949 4.17762 ""
3035.999999999949 4.17762 ""
3036.099999999949 4.17762 ""
3036.199999999949 4.17762 ""
3036.299999999949 4.17762 ""
3036.3999999999487 4.17762 ""
3036.4999999999486 4.17762 ""
3036.5999999999485 4.17762 ""
3036.6999999999484 4.17762 ""
3036.7999999999483 4.17762 ""
3036.8999999999482 4.17762 ""
3036.999999999948 4.17762 ""
3037.099999999948 4.17762 ""
3037.199999999948 4.17762 ""
3037.299999999948 4.17762 ""
3037.399999999948 4.17762 ""
3037.4999999999477 4.17762 ""
3037.5999999999476 4.17762 ""
3037.6999999999475 4.17762 ""
3037.7999999999474 4.17762 ""
3037.8999999999473 4.17762 ""
3037.9999999999472 4.17762 ""
3038.099999999947 4.17762 ""
3038.199999999947 4.17762 ""
3038.299999999947 4.17762 ""
3038.399999999947 4.17762 ""
3038.499999999947 4.17762 ""
3038.5999999999467 4.17762 ""
3038.6999999999466 4.17762 ""
3038.7999999999465 4.17762 ""
3038.8999999999464 4.17762 ""
3038.9999999999463 4.17762 ""
3039.0999999999462 4.17762 ""
3039.199999999946 4.17762 ""
3039.299999999946 4.17762 ""
3039.399999999946 4.17762 ""
3039.499999999946 4.17762 ""
3039.599999999946 4.17762 ""
3039.6999999999457 4.17762 ""
3039.7999999999456 4.17762 ""
3039.8999999999455 4.17762 ""
3039.9999999999454 4.17762 ""
3040.0999999999453 4.17762 ""
3040.1999999999452 4.17762 ""
3040.299999999945 4.17762 ""
3040.399999999945 4.17762 ""
3040.499999999945 4.17762 ""
3040.599999999945 4.17762 ""
3040.699999999945 4.17762 ""
3040.7999999999447 4.17762 ""
3040.8999999999446 4.17762 ""
3040.9999999999445 4.17762 ""
3041.0999999999444 4.17762 ""
3041.1999999999443 4.17762 ""
3041.2999999999442 4.17762 ""
3041.399999999944 4.17762 ""
3041.499999999944 4.17762 ""
3041.599999999944 4.17762 ""
3041.699999999944 4.17762 ""
3041.799999999944 4.17762 ""
3041.8999999999437 4.17762 ""
3041.9999999999436 4.17762 ""
3042.0999999999435 4.17762 ""
3042.1999999999434 4.17762 ""
3042.2999999999433 4.17762 ""
3042.3999999999432 4.17762 ""
3042.499999999943 4.17762 ""
3042.599999999943 4.17762 ""
3042.699999999943 4.17762 ""
3042.799999999943 4.17762 ""
3042.899999999943 4.17762 ""
3042.9999999999427 4.17762 ""
3043.0999999999426 4.17762 ""
3043.1999999999425 4.17762 ""
3043.2999999999424 4.17762 ""
3043.3999999999423 4.17762 ""
3043.4999999999422 4.17762 ""
3043.599999999942 4.17762 ""
3043.699999999942 4.17762 ""
3043.799999999942 4.17762 ""
3043.899999999942 4.17762 ""
3043.999999999942 4.17762 ""
3044.0999999999417 4.17762 ""
3044.1999999999416 4.17762 ""
3044.2999999999415 4.17762 ""
3044.3999999999414 4.17762 ""
3044.4999999999413 4.17762 ""
3044.5999999999412 4.17762 ""
3044.699999999941 4.17762 ""
3044.799999999941 4.17762 ""
3044.899999999941 4.17762 ""
3044.999999999941 4.17762 ""
3045.099999999941 4.17762 ""
3045.1999999999407 4.17762 ""
3045.2999999999406 4.17762 ""
